white_id,black_id,result,timestamp
thunderleon,crixin,1.0,2017-03-28 14:06:40+00:00
draconikus,crixin,0.0,2017-03-27 21:26:40+00:00
crixin,draconikus,0.0,2017-03-27 21:26:40+00:00
afberretta,crixin,1.0,2017-03-26 20:26:40+00:00
crosshair,crixin,0.0,2017-03-26 20:26:40+00:00
crixin,dimitrapdm,0.0,2017-03-26 17:40:00+00:00
nebmes,crixin,0.0,2017-03-26 14:53:20+00:00
crixin,raacheed,0.0,2017-02-15 17:33:20+00:00
sweetkhajiit,crixin,0.0,2017-02-15 17:33:20+00:00
jvc91994,crixin,1.0,2017-01-06 05:20:00+00:00
crixin,yefi,0.0,2016-09-02 21:00:00+00:00
yefi,crixin,1.0,2016-09-02 21:00:00+00:00
crixin,yefi,1.0,2016-09-02 21:00:00+00:00
ladynorth,crixin,1.0,2016-07-14 15:26:40+00:00
crixin,ladynorth,0.0,2016-07-14 12:40:00+00:00
crixin,ochko_losya,1.0,2016-04-26 03:06:40+00:00
crixin,baburao,0.0,2016-04-22 04:40:00+00:00
baburao,crixin,1.0,2016-04-22 04:40:00+00:00
dsebas32,crixin,1.0,2016-04-21 17:33:20+00:00
limalorenzo,crixin,1.0,2016-04-21 17:33:20+00:00
crixin,asilda,0.0,2016-04-20 19:20:00+00:00
crixin,burstoutlaughing,0.0,2016-04-20 05:26:40+00:00
lfilipio,crixin,1.0,2016-04-15 06:00:00+00:00
crixin,lfilipio,0.0,2016-04-15 06:00:00+00:00
zaho3a,crixin,0.0,2016-04-15 06:00:00+00:00
dookieface,crixin,0.0,2016-04-15 06:00:00+00:00
m-gibellato,crixin,0.0,2016-04-14 18:53:20+00:00
crixin,m-gibellato,1.0,2016-04-14 18:53:20+00:00
siciliano13,crixin,1.0,2016-04-14 18:53:20+00:00
axouu,crixin,0.0,2016-04-13 15:06:40+00:00
crixin,axouu,0.0,2016-04-13 15:06:40+00:00
i_vr,crixin,0.0,2016-04-13 15:06:40+00:00
crixin,thesneakyolive,1.0,2016-04-12 03:00:00+00:00
thesneakyolive,crixin,1.0,2016-04-12 03:00:00+00:00
crixin,thesneakyolive,1.0,2016-04-12 03:00:00+00:00
thesneakyolive,crixin,1.0,2016-04-12 03:00:00+00:00
crixin,thesneakyolive,1.0,2016-04-12 03:00:00+00:00
thesneakyolive,crixin,1.0,2016-04-12 03:00:00+00:00
crixin,gambo-fett,0.0,2016-04-10 01:00:00+00:00
sergeypolozhiev,bauss54,1.0,2016-09-16 10:00:00+00:00
sergeypolozhiev,carlosmagalis99,1.0,2016-09-16 10:00:00+00:00
sergeypolozhiev,darby74,1.0,2016-09-16 10:00:00+00:00
darby74,sergeypolozhiev,1.0,2016-09-16 10:00:00+00:00
nahuelam,sergeypolozhiev,1.0,2016-09-13 23:40:00+00:00
sergeypolozhiev,nahuelam,0.0,2016-09-13 23:40:00+00:00
ghasemsinger,sergeypolozhiev,1.0,2016-09-03 13:40:00+00:00
sergeypolozhiev,richardzorgi,1.0,2016-09-03 13:40:00+00:00
sergeypolozhiev,bobficher1981,0.0,2016-09-03 10:53:20+00:00
bobficher1981,sergeypolozhiev,1.0,2016-09-03 10:53:20+00:00
sop,sergeypolozhiev,0.0,2016-09-03 10:53:20+00:00
sergeypolozhiev,lp_oli,1.0,2016-09-01 03:20:00+00:00
sergeypolozhiev,handuk86,0.0,2016-09-01 03:20:00+00:00
joseto,sergeypolozhiev,0.0,2016-09-01 00:33:20+00:00
sergeypolozhiev,edshanty7,1.0,2016-09-01 00:33:20+00:00
sergeypolozhiev,cielpaiva,0.0,2016-09-01 00:33:20+00:00
fantasticthinking,sergeypolozhiev,0.5,2016-08-31 10:40:00+00:00
sergeypolozhiev,fantasticthinking,0.0,2016-08-31 10:40:00+00:00
fantasticthinking,sergeypolozhiev,1.0,2016-08-31 10:40:00+00:00
kyman05,sergeypolozhiev,0.0,2016-08-31 07:53:20+00:00
sergeypolozhiev,realcs,1.0,2016-08-31 07:53:20+00:00
gena1935,sergeypolozhiev,0.0,2016-08-31 07:53:20+00:00
sergeypolozhiev,bobc,0.5,2016-08-31 05:06:40+00:00
sp247,sergeypolozhiev,1.0,2016-08-28 13:13:20+00:00
sergeypolozhiev,sp247,0.0,2016-08-28 13:13:20+00:00
mateochess,sergeypolozhiev,0.0,2016-08-28 10:26:40+00:00
sergeypolozhiev,mateochess,0.5,2016-08-28 10:26:40+00:00
sergeypolozhiev,surajsahu01,0.0,2016-08-26 11:13:20+00:00
surajsahu01,sergeypolozhiev,1.0,2016-08-26 11:13:20+00:00
nesa10,sergeypolozhiev,0.0,2016-08-26 11:13:20+00:00
sergeypolozhiev,kianov95,0.0,2016-08-26 11:13:20+00:00
sergeypolozhiev,jamie_f,1.0,2016-08-24 14:46:40+00:00
caratheodory,sergeypolozhiev,1.0,2016-08-24 12:00:00+00:00
constantchange,sergeypolozhiev,1.0,2016-08-24 12:00:00+00:00
sergeypolozhiev,basillio88,0.0,2016-08-24 12:00:00+00:00
sergeypolozhiev,sergey12345,0.0,2016-08-24 12:00:00+00:00
spencer23,dhernandez101,0.0,2016-12-19 04:00:00+00:00
dhernandez101,spencer23,1.0,2016-12-19 04:00:00+00:00
lb554,dhernandez101,0.0,2016-11-08 21:20:00+00:00
dhernandez101,werill,1.0,2016-11-08 21:20:00+00:00
werill,dhernandez101,1.0,2016-11-08 21:20:00+00:00
dhernandez101,zbinladen,0.0,2016-11-08 15:46:40+00:00
rocketeer,dhernandez101,1.0,2016-11-07 20:20:00+00:00
dhernandez101,kingciro,1.0,2016-11-04 22:53:20+00:00
dhernandez101,marathoner11,1.0,2016-11-04 22:53:20+00:00
prantale,dhernandez101,1.0,2016-11-04 22:53:20+00:00
camiui,dhernandez101,0.0,2016-11-04 00:40:00+00:00
dhernandez101,vladomir287,1.0,2016-11-04 00:40:00+00:00
dhernandez101,musel,1.0,2016-11-04 00:40:00+00:00
dhernandez101,pantrohf,1.0,2016-11-02 20:53:20+00:00
dhernandez101,quickben16,1.0,2016-11-02 01:26:40+00:00
quickben16,dhernandez101,0.0,2016-11-02 01:26:40+00:00
dhernandez101,samfindleypsu,1.0,2016-10-31 02:13:20+00:00
jackinnet,dhernandez101,1.0,2016-10-30 23:26:40+00:00
matein33,dhernandez101,1.0,2016-10-30 23:26:40+00:00
dhernandez101,eds371,1.0,2016-10-30 15:06:40+00:00
dhernandez101,lccbaseball,1.0,2016-10-27 23:13:20+00:00
o-king-o,valivarius,0.0,2016-08-26 11:13:20+00:00
o-king-o,piedescalzo,0.0,2016-06-21 17:26:40+00:00
brko61,o-king-o,1.0,2016-06-21 17:26:40+00:00
alcinocorreia,o-king-o,1.0,2016-06-15 14:13:20+00:00
hossein90,o-king-o,1.0,2016-05-27 06:20:00+00:00
o-king-o,sibek,0.0,2016-05-25 18:13:20+00:00
yurasic1296,o-king-o,1.0,2016-05-25 15:26:40+00:00
o-king-o,syd-barrett,1.0,2016-05-25 15:26:40+00:00
back_space,o-king-o,1.0,2016-05-25 09:53:20+00:00
o-king-o,back_space,0.0,2016-05-25 09:53:20+00:00
back_space,o-king-o,1.0,2016-05-25 09:53:20+00:00
o-king-o,back_space,1.0,2016-05-25 09:53:20+00:00
rsv,o-king-o,1.0,2016-05-25 07:06:40+00:00
gvmkk,o-king-o,0.0,2016-05-24 08:53:20+00:00
o-king-o,chessnorruck,1.0,2016-05-23 16:13:20+00:00
nogay_ata,o-king-o,1.0,2016-05-22 12:26:40+00:00
paky,o-king-o,1.0,2016-05-22 12:26:40+00:00
bigbigbiigchiken,o-king-o,0.0,2016-05-21 14:13:20+00:00
o-king-o,tesozg40,0.0,2016-05-11 15:20:00+00:00
o-king-o,medveckijjvasilijj,0.0,2016-02-09 15:00:00+00:00
samat321,o-king-o,0.0,2016-02-07 18:33:20+00:00
nidhwal,anakgreget,0.0,2017-09-02 16:33:20+00:00
anakgreget,saladrocket,0.0,2017-07-02 10:06:40+00:00
maciek1959,anakgreget,1.0,2017-07-02 10:06:40+00:00
saladrocket,anakgreget,0.0,2017-07-02 10:06:40+00:00
anakgreget,chhaand,0.0,2017-07-02 10:06:40+00:00
anakgreget,dgddgd,0.0,2017-06-08 13:53:20+00:00
anakgreget,bulat2009,1.0,2017-06-08 13:53:20+00:00
monged01,anakgreget,1.0,2017-06-08 05:33:20+00:00
anakgreget,mohammadreza_n,1.0,2017-01-04 06:06:40+00:00
omarfonseca,anakgreget,1.0,2017-01-04 06:06:40+00:00
andreworel,anakgreget,0.0,2017-01-03 07:53:20+00:00
anakgreget,samat,1.0,2017-01-03 07:53:20+00:00
ikshoz3,anakgreget,1.0,2017-01-02 15:13:20+00:00
anakgreget,dsalinas,0.0,2016-12-12 13:40:00+00:00
anakgreget,saray25,1.0,2016-12-11 15:26:40+00:00
anakgreget,lallabiga,0.0,2016-12-11 15:26:40+00:00
habib20,anakgreget,1.0,2016-12-11 15:26:40+00:00
tugutov,anakgreget,0.0,2016-12-07 05:53:20+00:00
kristall63,anakgreget,1.0,2016-06-26 08:33:20+00:00
anakgreget,vadim52,0.0,2016-06-14 07:40:00+00:00
anakgreget,popabear,1.0,2016-06-14 07:40:00+00:00
popabear,anakgreget,1.0,2016-06-14 07:40:00+00:00
anakgreget,dkazankov,0.0,2016-06-07 06:13:20+00:00
wait-wait-go,anakgreget,1.0,2016-06-06 05:13:20+00:00
check-masta,anakgreget,0.0,2016-06-06 05:13:20+00:00
dybsy,anakgreget,0.0,2016-06-06 02:26:40+00:00
anakgreget,philosifer,1.0,2016-06-05 04:13:20+00:00
anakgreget,jo55h,1.0,2016-06-04 03:13:20+00:00
mistakeman,anakgreget,0.0,2016-06-02 20:40:00+00:00
konstantindn,anakgreget,0.0,2016-06-02 04:00:00+00:00
anakgreget,konstantindn,0.0,2016-06-02 04:00:00+00:00
kernell,anakgreget,0.0,2016-05-31 18:40:00+00:00
anakgreget,fabiodemarco,0.0,2016-05-30 23:13:20+00:00
sergant89,anakgreget,1.0,2016-05-30 23:13:20+00:00
meekrose,ravinal,0.5,2016-01-04 06:46:40+00:00
canttestwonttest,meekrose,1.0,2016-01-04 06:46:40+00:00
lvbnhbq44,meekrose,0.0,2016-01-04 06:46:40+00:00
scorpio,meekrose,0.0,2016-01-04 06:46:40+00:00
meekrose,shemyaka,0.0,2016-01-02 15:53:20+00:00
maxopg,meekrose,1.0,2015-12-29 14:40:00+00:00
steinar1964,massli,1.0,2015-12-26 11:40:00+00:00
redsarov,jamesrob0t123,0.0,2016-12-02 03:40:00+00:00
ivanbus,user21,0.0,2016-01-18 06:53:20+00:00
ivanbus,gustavoelemental,1.0,2016-01-18 06:53:20+00:00
ivanbus,danielhoer,1.0,2016-01-18 06:53:20+00:00
ivanbus,howtohedge,1.0,2016-01-18 06:53:20+00:00
ivanbus,spoileur,1.0,2016-01-17 03:06:40+00:00
ivanbus,mariosfjr,0.0,2016-01-17 03:06:40+00:00
ivanbus,katana_blade,0.0,2016-01-17 00:20:00+00:00
mangonian,ivanbus,0.0,2016-01-17 00:20:00+00:00
ivanbus,mangonian,1.0,2016-01-17 00:20:00+00:00
ivanbus,alvan,1.0,2016-01-16 21:33:20+00:00
ivanbus,abner93rubiks,0.0,2016-01-16 18:46:40+00:00
ivanbus,oeil2tigre,1.0,2016-01-16 18:46:40+00:00
ivanbus,djuna,1.0,2016-01-16 07:40:00+00:00
ivanbus,erdemb,0.5,2016-01-16 07:40:00+00:00
ivanbus,casual173,0.0,2016-01-01 03:46:40+00:00
gianflisi,ivanbus,1.0,2016-01-01 01:00:00+00:00
ivanbus,armandov777,0.0,2016-01-01 01:00:00+00:00
aerdna87,ivanbus,0.0,2016-01-01 01:00:00+00:00
glslick,ivanbus,1.0,2016-01-01 01:00:00+00:00
ivanbus,attemptedbanana,0.0,2015-12-31 22:13:20+00:00
ivanbus,udai1028,0.0,2015-12-31 05:33:20+00:00
ivanbus,elobelo,1.0,2015-12-31 00:00:00+00:00
ivanbus,elleestelle,0.0,2015-12-30 21:13:20+00:00
ivanbus,temperst,0.0,2015-12-30 01:46:40+00:00
ivanbus,ratboygenuis,1.0,2015-12-30 01:46:40+00:00
ivanbus,ethanw457,1.0,2015-12-30 01:46:40+00:00
ivanbus,seasidesam,1.0,2015-12-30 01:46:40+00:00
ivanbus,citragang,1.0,2015-12-29 23:00:00+00:00
ivanbus,nobrainhere,0.0,2015-12-29 23:00:00+00:00
ivanbus,chambaru,0.0,2015-12-29 23:00:00+00:00
ivanbus,futmas,1.0,2015-12-29 23:00:00+00:00
ivanbus,baep,0.0,2015-12-29 23:00:00+00:00
ivanbus,josy-le-masque,1.0,2015-12-29 20:13:20+00:00
ivanbus,tajo12,0.0,2015-12-29 20:13:20+00:00
ivanbus,hliasf1978,1.0,2015-12-29 20:13:20+00:00
ivanbus,ameen_atroshy,1.0,2015-12-29 20:13:20+00:00
ivanbus,ignar74,1.0,2015-12-28 22:00:00+00:00
ivanbus,dineshar,0.0,2015-12-28 22:00:00+00:00
marcosaba,aqwert,1.0,2016-01-12 17:33:20+00:00
aqwert,gelerozijn,0.5,2016-01-09 20:06:40+00:00
aqwert,kurzeme,1.0,2016-01-09 20:06:40+00:00
aqwert,cryptic999,1.0,2016-01-07 18:06:40+00:00
poor_yorick,aqwert,0.0,2016-01-07 15:20:00+00:00
supercroc,aqwert,0.0,2016-01-02 21:26:40+00:00
djamekauber,aqwert,0.0,2016-01-02 18:40:00+00:00
aqwert,bonamana,1.0,2015-12-29 20:13:20+00:00
aqwert,fluefiske,1.0,2015-12-29 20:13:20+00:00
yalda,aqwert,0.0,2015-12-29 20:13:20+00:00
farzaneh70,aqwert,0.0,2015-12-29 17:26:40+00:00
mosi64,aqwert,0.0,2015-12-28 22:00:00+00:00
gmjeff,aqwert,1.0,2015-12-28 19:13:20+00:00
itsmagic,aqwert,0.0,2015-12-28 13:40:00+00:00
aqwert,filov,1.0,2015-12-28 13:40:00+00:00
aqwert,kirklar,1.0,2015-12-27 18:13:20+00:00
kirklar,aqwert,0.0,2015-12-27 18:13:20+00:00
kasrraiix,aqwert,0.5,2015-12-26 20:00:00+00:00
aqwert,setne007,1.0,2015-12-26 17:13:20+00:00
jeffersondarcy1,harenko,0.0,2017-08-24 07:33:20+00:00
jeffersondarcy1,sgbarrys,1.0,2017-08-04 04:13:20+00:00
jspi,jeffersondarcy1,1.0,2017-08-04 04:13:20+00:00
acpok,jeffersondarcy1,1.0,2017-08-03 06:00:00+00:00
plaxico,jeffersondarcy1,1.0,2017-08-02 16:06:40+00:00
jeffersondarcy1,kcfitzz,1.0,2017-08-02 13:20:00+00:00
jeffersondarcy1,zetsuboi,1.0,2017-08-02 02:13:20+00:00
jeffersondarcy1,vojislav_seselj,0.0,2017-07-31 22:26:40+00:00
learner0011,jeffersondarcy1,1.0,2017-07-31 05:46:40+00:00
jeffersondarcy1,isidre80,0.0,2017-07-31 00:13:20+00:00
liotru,jeffersondarcy1,0.0,2017-07-31 00:13:20+00:00
teldja54,jeffersondarcy1,1.0,2017-07-29 20:26:40+00:00
jeffersondarcy1,zako17,0.0,2017-07-29 20:26:40+00:00
izafiyet35,jeffersondarcy1,0.0,2017-07-29 20:26:40+00:00
jeffersondarcy1,heathers,0.0,2017-07-29 20:26:40+00:00
jeffersondarcy1,x__gandalf__x,1.0,2017-07-28 16:40:00+00:00
giuseppepiro,jeffersondarcy1,0.0,2017-07-28 16:40:00+00:00
rqbern,jeffersondarcy1,0.0,2017-07-27 21:13:20+00:00
claudelap,jeffersondarcy1,0.0,2017-07-26 23:00:00+00:00
jeffersondarcy1,rober4071,0.0,2017-07-25 19:13:20+00:00
jeffersondarcy1,reza32500,0.0,2017-07-25 08:06:40+00:00
jeffersondarcy1,ahmethamit,0.0,2017-07-18 17:46:40+00:00
teophile28,jeffersondarcy1,0.0,2017-07-18 17:46:40+00:00
fatihenes2323,jeffersondarcy1,1.0,2017-07-18 06:40:00+00:00
jeffersondarcy1,empiretemple,0.0,2017-07-17 22:20:00+00:00
gundula777,jeffersondarcy1,1.0,2017-07-16 18:33:20+00:00
jeffersondarcy1,salvo1969,0.0,2017-07-16 18:33:20+00:00
salvo1969,jeffersondarcy1,0.0,2017-07-16 18:33:20+00:00
jeffersondarcy1,salvo1969,1.0,2017-07-16 18:33:20+00:00
ahura10,jeffersondarcy1,0.0,2017-07-16 18:33:20+00:00
jeffersondarcy1,joe65,0.0,2017-07-16 18:33:20+00:00
jeffersondarcy1,boccia,0.0,2017-07-16 15:46:40+00:00
quynhanh,jeffersondarcy1,0.0,2017-07-16 01:53:20+00:00
jeffersondarcy1,raking41,0.0,2017-07-15 20:20:00+00:00
jeffersondarcy1,bellyscratcher,0.0,2017-07-14 02:40:00+00:00
jeffersondarcy1,paolo100,0.0,2017-07-14 02:40:00+00:00
x0x0l,jeffersondarcy1,0.0,2017-07-14 02:40:00+00:00
ruddy32375,jeffersondarcy1,0.0,2017-07-13 23:53:20+00:00
jeffersondarcy1,amdrood,1.0,2017-07-13 07:13:20+00:00
jeffersondarcy1,rozinkaczech,1.0,2017-07-11 21:53:20+00:00
fillin66,jeffersondarcy1,1.0,2017-07-05 04:46:40+00:00
jeffersondarcy1,arabboy,0.0,2017-07-05 04:46:40+00:00
caballodemarfil,jeffersondarcy1,1.0,2017-07-04 20:26:40+00:00
streaml1ne,jeffersondarcy1,0.0,2017-07-04 20:26:40+00:00
jeffersondarcy1,serjjant,0.0,2017-07-04 03:46:40+00:00
husamfarraj,jeffersondarcy1,1.0,2017-07-03 00:00:00+00:00
aky94536,jeffersondarcy1,0.0,2017-07-01 06:20:00+00:00
gordonshimm,dimehola,0.0,2017-09-03 00:53:20+00:00
anton2406,gordonshimm,1.0,2017-09-01 04:26:40+00:00
hasan1955,gordonshimm,0.0,2017-08-31 22:53:20+00:00
gordonshimm,canadave,1.0,2017-08-30 05:13:20+00:00
sainaambrose,gordonshimm,0.0,2017-08-28 14:20:00+00:00
keyvan777,pmw97,1.0,2017-04-12 20:46:40+00:00
pmw97,linconnu,1.0,2017-04-12 20:46:40+00:00
tulpar27,pmw97,1.0,2017-04-12 20:46:40+00:00
pmw97,tttruth,0.5,2017-04-09 20:33:20+00:00
pmw97,sarascacco,0.0,2017-04-09 20:33:20+00:00
malgorzataks,pmw97,1.0,2017-04-09 20:33:20+00:00
nimport9,pmw97,0.0,2017-04-09 20:33:20+00:00
pmw97,lvovich,0.0,2017-04-09 20:33:20+00:00
britos777,pmw97,1.0,2017-04-09 20:33:20+00:00
pmw97,dark_knight_666,0.0,2017-04-08 19:33:20+00:00
khtabkhmal,pmw97,1.0,2017-04-08 19:33:20+00:00
pmw97,master1move,0.0,2017-04-08 19:33:20+00:00
mitko90,pmw97,0.0,2017-04-08 19:33:20+00:00
pmw97,hanngar87,1.0,2017-04-08 19:33:20+00:00
gerard1963,pmw97,1.0,2017-04-08 19:33:20+00:00
pmw97,protopych,0.0,2017-04-08 19:33:20+00:00
pmw97,bouzav,1.0,2017-04-08 19:33:20+00:00
emilbabayev,pmw97,0.0,2017-04-08 19:33:20+00:00
pmw97,zdime,1.0,2017-04-08 19:33:20+00:00
theboss101,donatelo42,0.0,2017-02-19 18:46:40+00:00
zubi03,icecreamdealer,0.0,2017-03-22 10:53:20+00:00
icecreamdealer,amanat143,1.0,2017-03-22 08:06:40+00:00
dudewtfman,icecreamdealer,0.0,2017-03-22 08:06:40+00:00
icecreamdealer,bookrey,1.0,2017-03-22 08:06:40+00:00
icecreamdealer,liakua,1.0,2017-03-22 08:06:40+00:00
icecreamdealer,ussamak,1.0,2017-03-22 08:06:40+00:00
icecreamdealer,vw_sto,1.0,2017-03-22 05:20:00+00:00
eduardtv_montecristo,icecreamdealer,1.0,2017-03-22 05:20:00+00:00
icecreamdealer,pavelnik,1.0,2017-03-22 05:20:00+00:00
br2504,icecreamdealer,0.0,2017-03-22 05:20:00+00:00
kayseefar,icecreamdealer,0.0,2017-03-22 05:20:00+00:00
icecreamdealer,peterfaiello,1.0,2017-03-22 05:20:00+00:00
icecreamdealer,oldpolo33,0.0,2017-03-22 02:33:20+00:00
thuandang,icecreamdealer,0.0,2017-03-22 02:33:20+00:00
ultimatedestiny,icecreamdealer,0.0,2017-03-22 02:33:20+00:00
icecreamdealer,triniboi,1.0,2017-03-22 02:33:20+00:00
triniboi,icecreamdealer,0.0,2017-03-22 02:33:20+00:00
icecreamdealer,triniboi,1.0,2017-03-22 02:33:20+00:00
yustas_ru,icecreamdealer,1.0,2017-03-16 16:00:00+00:00
icecreamdealer,biggordon333,0.0,2017-03-12 03:40:00+00:00
elcello,icecreamdealer,1.0,2017-03-12 03:40:00+00:00
icecreamdealer,hyonjun,1.0,2017-03-12 03:40:00+00:00
saadbayane,icecreamdealer,0.0,2017-03-12 00:53:20+00:00
icecreamdealer,houra,0.0,2017-03-12 00:53:20+00:00
swingnoodle,icecreamdealer,1.0,2017-03-12 00:53:20+00:00
charkie,tahastanly,0.5,2017-09-03 00:53:20+00:00
tahastanly,charkie,1.0,2017-09-03 00:53:20+00:00
bigbonghits,tahastanly,1.0,2017-09-03 00:53:20+00:00
sunsetstrip,tahastanly,1.0,2017-09-02 22:06:40+00:00
lordflatus,tahastanly,1.0,2017-09-02 22:06:40+00:00
hossein1349,tahastanly,1.0,2017-09-01 01:40:00+00:00
araujo123,tahastanly,0.0,2017-08-31 22:53:20+00:00
josephl2084,tahastanly,0.0,2017-08-27 21:40:00+00:00
cooltool,tahastanly,1.0,2017-08-26 23:26:40+00:00
tahastanly,minechess123,1.0,2017-08-25 08:33:20+00:00
siux,tahastanly,1.0,2017-08-23 01:00:00+00:00
tahastanly,fedevillarinos,0.0,2017-08-22 02:46:40+00:00
elmouele,tahastanly,0.0,2017-08-22 00:00:00+00:00
tahastanly,armelin7,0.0,2017-08-22 00:00:00+00:00
dubaandras,tahastanly,1.0,2017-08-21 04:33:20+00:00
tahastanly,claudiovaca,0.0,2017-08-21 04:33:20+00:00
andradedavi,tahastanly,1.0,2017-08-21 01:46:40+00:00
fgomez,tahastanly,0.0,2017-08-20 00:46:40+00:00
tahastanly,tony98000,0.0,2017-08-19 22:00:00+00:00
charlesturner,tahastanly,0.0,2017-08-15 01:20:00+00:00
iskendermyucel,tahastanly,0.0,2017-08-15 01:20:00+00:00
tahastanly,szupfer,0.0,2017-08-14 03:06:40+00:00
szupfer,tahastanly,1.0,2017-08-14 00:20:00+00:00
tahastanly,scaccofelice,0.0,2017-08-13 02:06:40+00:00
tahastanly,jkriklu,0.0,2017-08-12 23:20:00+00:00
tahastanly,aljndrdch,0.0,2017-08-11 05:40:00+00:00
cipriand,tahastanly,0.0,2017-08-10 04:40:00+00:00
tahastanly,cipriand,0.0,2017-08-10 01:53:20+00:00
morenobh,tahastanly,1.0,2017-08-09 23:06:40+00:00
angelkiss,tahastanly,1.0,2017-08-09 23:06:40+00:00
tahastanly,litwin3,0.0,2017-08-09 03:40:00+00:00
tahastanly,snlakgn,1.0,2017-08-09 03:40:00+00:00
lorn23,tahastanly,1.0,2017-08-09 00:53:20+00:00
tahastanly,smorris,0.0,2017-08-09 00:53:20+00:00
smorris,tahastanly,0.0,2017-08-09 00:53:20+00:00
chadley,tahastanly,0.0,2017-08-09 00:53:20+00:00
lorn23,tahastanly,1.0,2017-08-09 00:53:20+00:00
aguschaza123,tahastanly,1.0,2017-08-07 23:53:20+00:00
tahastanly,xaquax,0.0,2017-08-07 23:53:20+00:00
xaquax,tahastanly,1.0,2017-08-07 23:53:20+00:00
joalrumo,tahastanly,1.0,2017-08-06 22:53:20+00:00
tahastanly,sannicandrogarganico,1.0,2017-08-06 22:53:20+00:00
tahastanly,mabrown86,0.0,2017-08-06 03:26:40+00:00
tahastanly,snowden,0.0,2017-08-06 00:40:00+00:00
first-time-1,woodcrusher75,0.0,2017-08-08 16:33:20+00:00
godschild,first-time-1,0.0,2017-08-08 16:33:20+00:00
first-time-1,pouyaaa333,1.0,2017-08-08 16:33:20+00:00
siavash-ir,first-time-1,0.0,2017-08-05 19:06:40+00:00
anonkenyan,first-time-1,0.0,2017-08-05 16:20:00+00:00
first-time-1,mrmaccc,1.0,2017-08-05 16:20:00+00:00
roies,first-time-1,0.0,2017-08-05 16:20:00+00:00
manakharam,first-time-1,0.0,2017-08-05 16:20:00+00:00
first-time-1,younesmat,1.0,2017-08-04 20:53:20+00:00
hulka,first-time-1,0.0,2017-08-04 20:53:20+00:00
first-time-1,hulka,1.0,2017-08-04 20:53:20+00:00
first-time-1,apostolovo72,0.0,2017-08-04 09:46:40+00:00
hansons,first-time-1,0.0,2016-01-01 17:40:00+00:00
pablokosco,first-time-1,0.0,2015-12-20 16:46:40+00:00
first-time-1,suraj_prasad,1.0,2015-12-20 16:46:40+00:00
pluk03,first-time-1,0.0,2015-12-20 16:46:40+00:00
first-time-1,luklei12,1.0,2015-12-20 16:46:40+00:00
loginov19510410,first-time-1,0.0,2015-12-20 16:46:40+00:00
first-time-1,ray44,1.0,2015-12-20 16:46:40+00:00
first-time-1,arjan1967,1.0,2015-12-20 16:46:40+00:00
first-time-1,ahmbat,1.0,2015-12-20 16:46:40+00:00
vanirof,first-time-1,0.0,2015-12-20 16:46:40+00:00
first-time-1,galaxy_oasis,1.0,2015-12-20 16:46:40+00:00
vagelis,first-time-1,0.0,2015-12-20 16:46:40+00:00
meir,first-time-1,1.0,2015-12-19 18:33:20+00:00
kimmmmi060,francooooooo,0.0,2015-12-15 20:06:40+00:00
kimmmmi060,moomoo123,0.0,2015-12-15 20:06:40+00:00
aerdna87,kimmmmi060,0.0,2015-12-15 20:06:40+00:00
jef-bzh,kimmmmi060,1.0,2015-12-15 20:06:40+00:00
aerdna87,kimmmmi060,0.0,2015-12-15 20:06:40+00:00
kimmmmi060,jirgu,0.0,2015-12-15 20:06:40+00:00
alexpazzaglia,kimmmmi060,1.0,2015-12-15 20:06:40+00:00
kimmmmi060,markagabi48,0.0,2015-12-15 20:06:40+00:00
kimmmmi060,cullarvega,0.0,2015-12-12 22:40:00+00:00
always100fc,kimmmmi060,1.0,2015-12-12 19:53:20+00:00
kimmmmi060,hard2kill74,0.0,2015-12-12 19:53:20+00:00
ahtym11ahtym11,kimmmmi060,1.0,2015-12-11 18:53:20+00:00
djonuik,tbrenzel,1.0,2016-02-17 09:06:40+00:00
tbrenzel,reysalomon,1.0,2016-01-14 05:40:00+00:00
tbrenzel,edavicious,0.0,2016-01-14 02:53:20+00:00
tbrenzel,oldgrl,0.0,2015-12-21 23:20:00+00:00
ea00,tbrenzel,1.0,2015-12-13 01:26:40+00:00
tbrenzel,mahdirezaei,0.0,2015-12-12 00:26:40+00:00
dustinetmanski,tbrenzel,0.0,2015-12-07 03:46:40+00:00
tbrenzel,dustinetmanski,1.0,2015-12-07 03:46:40+00:00
mohamad-1362,hungcuong,1.0,2016-05-20 13:13:20+00:00
hungcuong,ziad26150,0.0,2016-05-06 13:06:40+00:00
mariobb,hungcuong,0.5,2016-05-06 13:06:40+00:00
mariobb,hungcuong,1.0,2016-05-06 13:06:40+00:00
hungcuong,mariobb,1.0,2016-05-06 13:06:40+00:00
hambiadi,hungcuong,0.0,2016-04-22 13:00:00+00:00
valars,hungcuong,0.5,2016-03-11 12:40:00+00:00
palitra,hungcuong,1.0,2016-03-11 12:40:00+00:00
cristiankings,hungcuong,0.0,2016-03-11 12:40:00+00:00
argoscacchi,chez91,0.0,2017-09-03 20:20:00+00:00
chez91,aleechi,0.0,2017-09-03 03:40:00+00:00
abirray,chez91,1.0,2017-09-03 03:40:00+00:00
chez91,k9mecromance3000,1.0,2017-09-03 03:40:00+00:00
miguel65,chez91,0.0,2017-09-01 18:20:00+00:00
chez91,johsebac,0.0,2017-09-01 18:20:00+00:00
suhraw,chez91,1.0,2017-09-01 04:26:40+00:00
